title,cover_image,ean,publication_date,summary,book_format,authors
LowReader,9782810202430_C.jpg,9782810202430,26/01/2022,"LowReader est la nouvelle création du Label 619, une série d'anthologie d'histoires courtes de suspense, d'horreur et d'exploitation, dirigée par Run.

Chaque numéro proposera trois histoires complètes. Au fil des pages, Lazare le corbeau jette un regard cynique sur les histoires présentées, et fait office de fil rouge tout au long du recueil. Les récits de LowReader sont entrecoupés d'articles, de billets d'humeur, de fausses pubs… autant d'entractes destinés à donner des clés de compréhension au lecteur, de le distraire, de l'amener sur de fausses pistes, ou de faire retomber la pression avant un nouveau shot d'adrénaline. Une nouvelle littéraire illustrée sera aussi de la partie dans chaque opus… Suivez le corbeau !

Dans ce premier numéro de LowReader:
• Un groupe de Glam'Rock condamné par les démons du Rock authentique pour avoir vendu leur image à une chaîne de Fast Food (Devil's Key, par Mud et Nicolas Ghisalberti) 
• Un salary man japonais imprime une arme à feu en 3D pour régler ses problèmes d'ego… (Mr Sato, par Run et Guillaume Singelin)
• Et le retour tant attendu de Masiko, personnage iconique de l'univers Freaks' Squeele, mère de Xiong Mao, qui revient combattre les loups-garous bikers du premier DoggyBags sur leur propre territ'oire, une nuit de pleine lune (She-Wolf & Cub, par Florent Maudoux)",17.2x25.1cm,"Florent Maudoux (Illustrateur), Run (Scénariste et dessinateur), Guillaume Singelin (Auteur + illustrateur), Mud (Scénario de), Nicolas Ghisalberti (Illustration de)"
MFK2,9782810202621_C.jpg,9782810202621,26/01/2022,"Sept ans après les évènement de Dark Meat City, Vinz et Angelino mènent une vie paisible. Angelino est toujours livreur de sushi, et commence à apprécier Dark Meat City en pleine gentrification. Mais voila que sur les réseaux sociaux, un internaute anonyme, un certain « Ω », prétend vouloir réinformer le peuple, et crée des dissensions fortes au sein des communautés de la ville. Après un incident de type « Pizza Gate » dans le sushi bar où il travaille, conséquence d'une désinformation anti-japonaise sur les réseaux sociaux, Angelino est contraint de quitter la ville.Accompagné de Vinz, ils sillonnent la Californie dans un camping-car, à la recherche de Willy, dont ils sont sans nouvelle depuis sept ans.La BD MFK2 reprend pile là où le film s'arrête. Dans le premier arc de Mutafukaz, il n'y avait pas de technologie : ni ordinateurs, ni téléphone portable. Les téléphones portables sont arrivés dans l'univers Mutafukaz pendant l'épilogue, durant les deux dernières pages. Les réseaux sociaux et ses dérives n'ont jamais pu être abordés dans Mutafukaz. MFK2 sera l'occasion d'explorer une facette inédite dans le livre de Mutafukaz, à l'heure où la polarisation n'a jamais été aussi grande et étendue dans toute l'histoire de l'humanité.",19.7x27.7cm,Run (Scénariste et dessinateur)
Un concours plein d'obstacles !,9782810201716_C.jpg,9782810201716,05/01/2022,"Kate a douze ans et une seule passion : l'équitation. Mais Becky sa 
meilleure amie y est allergique, et sans elle, Kate se sent perdue. 
Entre ses complexes, les moqueries de son frère et les pestes du club, 
sa vie n'est qu'une succession d'injustices couronnées par de 
continuelles chutes de cheval. Kate, parviendra-t'elle à se relever pour
 vivre enfin pleinement sa passion ?",15.3x21.5cm,"Alice Delarbre (Traducteur), Kristin Varner (Auteur + illustrateur)"
La Venin,9782369815907_C.jpg,9782369815907,05/01/2022,"New York, novembre 1900.Emily a trouvé une place de danseuse dans une revue de Broadway. Malgré la pression, elle doit tenir jusqu'à l'avant-première pour avoir une chance d'approcher sa prochaine cible. Mais les Pinkerton ont retrouvé sa piste, et même s'il leur manque toujours une pièce du puzzle, ils commencent peu à peu à démêler les fils de cette histoire. Après avoir appris que sa mère était encore vivante, La Venin trouvera-t-elle encore la force de continuer sur la voie de la vengeance ?Aura-t-elle le droit à un peu de lumière pour transpercer ce ciel d'éther ?",24.1x32cm,"Laurent Astier (Auteur + illustrateur), Stéphane Astier (Coloriste)"
La Venin T4 : Ciel d'éther,9782810204540_C.jpg,9782810204540,05/01/2022,"New York, novembre 1900.Emily a trouvé une place de danseuse dans une revue de Broadway. Malgré la pression, elle doit tenir jusqu'à l'avant-première pour avoir une chance d'approcher sa prochaine cible. Mais les Pinkerton ont retrouvé sa piste, et même s'il leur manque toujours une pièce du puzzle, ils commencent peu à peu à démêler les fils de cette histoire. Après avoir appris que sa mère était encore vivante, La Venin trouvera-t-elle encore la force de continuer sur la voie de la vengeance ?Aura-t-elle le droit à un peu de lumière pour transpercer ce ciel d'éther ?",28.1x37cm,
Sous les galets la plage,9782810201112_C.jpg,9782810201112,17/11/2021,"Loctudy, septembre 1963, la station balnéaire se vide de ses derniers résidents estivaux. Seuls Albert, Francis et Edouard, futurs étudiants prolongent leurs vacances en attendant de commencer chacun de brillantes études supérieures devant les mener vers de prestigieuses destinées toutes tracées. Détachés de l'autorité familiale, ces fils de bonne famille comptent bien profiter de cette liberté pour vider quelques bouteilles et vivre de nouvelles expériences. Un soir sur la plage, ils font la connaissance de Odette, jolie jeune fille sans attache familiale qui saura s'y prendre pour les contraindre à participer aux cambriolages des résidences secondaires voisines. Bien que manipulé, Albert le futur gradé militaire, en tombera amoureux et prouvera à la jeune détrousseuse professionnelle que ses sentiments sont sincères et qu'il est prêt à changer de vie pour elle. Mais dans ces familles bourgeoises et patriarcales, on ne fréquente pas n'importe qui, on ne déshonore pas sa famille et on rentre dans le rang quelles que soient les méthodes employées. Les plus inhumains ne sont pas toujours ceux que l'on croit.",24.3x32.1cm,Pascal Rabaté (Illustrateur)
Calpurnia,9782810201426_C.jpg,9782810201426,03/11/2021,"Calpurnia Tate a onze ans. Dans la chaleur de l'été, elle s'interroge sur le comportement des animaux autour d'elle. Elle étudie les sauterelles, les lucioles, les fourmis, les opossums.Aidée de son grand-père, un naturaliste fantasque et imprévisible, elle note dans son carnet d'observation tout ce qu'elle voit et se pose mille questions. Pourquoi, par exemple, les chiens ont-ils des sourcils ? Comment se fait-il que les grandes sauterelles soient jaunes, et les petites, vertes ? Et à quoi sert une bibliothèque si on n'y prête pas de livres ?On est dans le comté de Caldwell, au Texas, en 1899. Tout en développant son esprit scientifique, Calpurnia partage avec son grand-père les enthousiasmes et les doutes quant à ses découvertes, elle affirme sa personnalité au milieu de ses six frères et se confronte aux difficultés d'être une jeune fille à l'aube du XXe siècle. Apprendre la cuisine, la couture et les bonnes manières, comme il se doit, ou se laisser porter par sa curiosité insatiable ? Et si la science pouvait ouvrir un chemin vers la liberté ?""",21.7x28.2cm,"Daphné Collignon (Illustrateur), Jacqueline Kelly (Auteur)"
Casse-Noisette et le roi des souris,9782810204212_C.jpg,9782810204212,03/11/2021,"De tous les cadeaux qu'elle trouve au pied du sapin, il y en a un qui attire particulièrement
Marie Stahlbaum. C'est un Casse-Noisette, petit pantin en bois au regard bienveillant,
aux joues rouges et d'apparence amicale.
Son parrain Drosselmeyer, l'a fabriqué pour elle et son frère qui le casse instantanément.
Quand sonnent les douze coups de minuit, Marie qui veut le réparer, descend pour
le chercher sur les étagères fermées à clé. Là, sous ses yeux d'enfant, s'éveille le petit
monde des poupées, soldats et le casse-noisette rangés sur les étagères ... une guerre
éclate entre l'armée du Casse-Noisette constituée des jouets et la troupe des rats et des
souris menée par le Roi des Souris. Effrayée, Marie fait une chute et sa mère la retrouve
inanimée, le bras ensanglanté et fiévreuse au pied de la vitrine aux jouets. La pauvre enfant
raconte sa nuit mais personne ne la croit sauf Drosselmeyer qui chaque soir va venir lui
révéler un épisode du sortilège qui menace ce petit monde : l'histoire de la princesse
Pirlipate, l'affront que représenta le vol de quartiers de lard par Dame Souriçonne et ses
7 souriceaux et la terrible malédiction qui en découlera. Pendant plusieurs nuits, Marie
entrainée dans ce monde féerique de magie et d'émerveillement, de princesses
malfaisantes et de batailles féroces ... découvre que la malédiction qui menace ce
monde des jouets peut être brisée grâce au seul pouvoir d' une véritable amitié.
N'écoutant que son courage la petite Marie décide de braver chaque piège tendu pour
sauver son casse-noisette victime d'un sortilège et le royaume tout entier.",15.5x21.5cm,"Natalie Andrewson (Auteur + illustrateur), E.T.A. Hoffmann (Auteur)"
Lumière noire,9782810200436_C.jpg,9782810200436,27/10/2021,"Ava, chorégraphe reconnue, ironise sur le fait qu'elle vient d'obtenir une bourse pour la création d'un spectacle alors qu'elle a décidé d'arrêter la chorégraphie. Après une ascension fulgurante, Ava est vide de toute inspiration, désabusée, jugeant son art inutile face aux enjeux sociétaux du moment. Son amie Suzanne, lui conseille tout de même de monter ce spectacle et pour lui changer les idées, l'entraîne au gala de fin d'études de l'école de danse contemporaine dans laquelle Ava a été formée. Dès les premiers instants, l'oeil d'Ava est aimanté par Ian, l'un des danseurs, dont la fougue et la passion sur scène, lui rappelle sa propre jeunesse. À la fin du spectacle, Ava le retrouve et sans prendre totalement la mesure de ce qu'elle est en train de faire, lui explique qu'elle travaille sur un nouveau spectacle pour lequel elle aimerait lui proposer le rôle principal. Ava n' a aucune idée en tête mais juste l'envie de créer une nouvelle façon de danser, basée sur l'improvisation. Les deux commencent à travailler ensemble, à échanger et découvrent qu'ils partagent une certaine vision du monde, des questions sociales et écologiques et bien plus encore ...la passion de leur art et une attraction l'un pour l'autre de plus en plus forte. Petit à petit, l'inspiration revient à travers un conte dont le personnage principal n'est pas sans rappeler Ian. Les deux amants s'enferment dans leur bulle créatrice, tout entiers à leur passion. Tandis qu'au dehors, le contexte social s'endurcit, le chaos que vit la société va-t-il finir par transparaître dans leur relation ? La sensibilité de ces deux passionnés les entrainera-t-elle dans les affres de l'autodestruction ?",18.8x25.7cm,"Claire Fauvel (Auteur + illustrateur), Thomas Gilbert (Auteur + illustrateur)"
Avez-vous lu les classiques de la littérature ?,9782810200313_C.jpg,9782810200313,13/10/2021,"Soledad Bravi et Pascale Frey convoquent toujours avec humour et notre plus grand plaisir, une nouvelle sélection des plus grandes oeuvres classiques françaises et étrangères. Redécouvrez Le portrait de Dorian Gray d'Oscar Wilde, les fameuses Chartreuse de Parme de Stendhal et Belle de jour de Joseph Kessel, Middlemarch de George Eliot, Beloved de Toni Morrison, Le chien des Baskerville de Conan Doyle, La confession d'un enfant du siècle d'Alfred de Musset, Eugénie Grandet de Balzac, Daisy Miller de Henry James, Germinal de Zola, Hansel et Gretel des frères Grimm, La lettre écarlate de Nathaniel Hawthorne, Les mémoires d'Hadrien de Marguerite Yourcenar, Boule de suif de Guy de Maupassant, Les trois mousquetaires d'Alexandre Dumas, La nuit des temps de René Barjavel.",15.5x21.6cm,"Soledad Bravi (Auteur + illustrateur), Pascale Frey (Scénariste)"
Brigade Verhoeven,9782369812906_C.jpg,9782369812906,13/10/2021,"Qui connaît vraiment Alex ? Elle est belle. Excitante. Est-ce pour cela qu'on l'a enlevée, séquestrée, livrée à l'inimaginable ? Mais quand la police découvre enfin sa prison, Alex a disparu. Alex, plus intelligente que son bourreau. Alex qui ne pardonne rien, qui n'oublie rien, ni personne. Une intrigue aux apparences trompeuses et aux rebondissements saisissants.",24x31.9cm,"Pierre Lemaitre (Scénariste), Yannick Corboz (Illustrateur), Pascal Bertho (Scénariste)"
Coffret Verte / Pome,9782810201457_C.jpg,9782810201457,13/10/2021,"Verte a onze ans, elle est nulle en sorcellerie. Pas évident quand on 
appartient à une famille où les pouvoirs se transmettent de mère en 
fille. Ursule, sa maman est consternée. Elle décide de confier la 
formation de sorcière de Verte à sa grand-mère, Anastabotte. Mais voici 
que la jeune Pome vient tout juste d'emménager. Les deux filles se 
découvrent d'étranges ressemblances et deviennent inséparables, à 
l'école comme à la vie. Même chez les sorcières, il y a des histoires de famille et d'amitié !",22x28.9cm,"Marie Desplechin (Auteur), Magali Le Huche (Illustrateur)"
Mason Mooney,9782369810582_C.jpg,9782369810582,13/10/2021,"C'est Halloween à Grimbrook et pour la ville, cet événement est vraiment très spécial. Pour quelques heures la frontière entre la réalité et le paranormal s'estompent et les phénomènes plus effrayants peuvent se produire. Mason Mooney, prend les choses très au sérieux et se fiche des bonbons et du concours du plus beau costume auquel il doit accompagner sa nouvelle amie Iris, même si l'un des invités n'est autre que Trent Reilly, son ennemi de toujours. C'est justement au moment de la remise de prix que le premier événement paranormal se produisit. Sans explication rationnelle, Trent se volatilisa après avoir porté un anneau tandis qu'un sosie de Mason Mooney prenait la fuite. Ce personnage est en fait, Nosam, son double maléfique qui au premier abord semble plus sympathique et expert que Mason. C'est lui qui fera le lien avec la légende de la main coupée à l'anneau. Anneau disparu depuis des siècles qui pourrait retenir Trent dans un monde obscur mais aussi symboliser l'accès aux secrets les plus dangereux du paranormal. Et si tout cela n'était qu'une histoire de doubles maléfiques ?",17.2x23.5cm,"Alice Delarbre (Traducteur), Seaerra Miller (Auteur + illustrateur)"
